filename	onset	offset	event_label
j15b_iLUzHE_18000	0.0	9.818	Vehicle
j1HFF5If5Eo_20000	9.6	10.0	Gunshot, gunfire
j1rMLzpK-AY_40000	0.0	0.619	Gunshot, gunfire
j1rMLzpK-AY_40000	0.837	1.72	Gunshot, gunfire
j1rMLzpK-AY_40000	1.938	3.635	Gunshot, gunfire
j2F95Nv84hg_290000	1.33	1.679	Gunshot, gunfire
j2F95Nv84hg_290000	1.784	2.207	Gunshot, gunfire
j2F95Nv84hg_290000	2.678	2.945	Gunshot, gunfire
j2F95Nv84hg_290000	3.213	4.761	Gunshot, gunfire
j2SkxKKqj3c_140000	5.076	5.467	Gunshot, gunfire
j2SkxKKqj3c_140000	5.598	5.962	Gunshot, gunfire
j2SkxKKqj3c_140000	6.134	6.56	Gunshot, gunfire
j2SkxKKqj3c_140000	6.773	7.117	Gunshot, gunfire
j2SkxKKqj3c_140000	7.454	7.859	Gunshot, gunfire
j2SkxKKqj3c_140000	9.598	9.825	Gunshot, gunfire
j3BACP6tkuE_350000	1.063	1.236	Gunshot, gunfire
j3BACP6tkuE_350000	2.283	2.567	Gunshot, gunfire
j3BACP6tkuE_350000	2.93	3.63	Gunshot, gunfire
j3BACP6tkuE_350000	4.03	4.83	Gunshot, gunfire
j3BACP6tkuE_350000	7.134	7.331	Gunshot, gunfire
j3BACP6tkuE_350000	8.087	8.433	Gunshot, gunfire
j3BACP6tkuE_350000	9.756	9.945	Gunshot, gunfire
jBYNhNY-VUI_30000	5.134	7.079	Vehicle
jBp4MjRqQN8_20000	0.0	10.0	Vehicle
jEAHLgxQzXU_0	0.188	5.056	Vehicle
jEMCdfr9m3c_230000	1.979	3.572	Gunshot, gunfire
jEMCdfr9m3c_230000	4.319	4.815	Gunshot, gunfire
jEMCdfr9m3c_230000	7.674	8.218	Gunshot, gunfire
jEMCdfr9m3c_230000	9.128	9.486	Gunshot, gunfire
jFliliXIbj8_0	9.701	10.0	Gunshot, gunfire
jH_f5AYmg2I_10000	0.0	2.532	Gunshot, gunfire
jRP5qNDmNB4_30000	0.0	10.0	Vehicle
jVjKLPuUXAE_500000	3.624	3.956	Gunshot, gunfire
jVjKLPuUXAE_500000	7.534	7.649	Gunshot, gunfire
jVjKLPuUXAE_500000	7.798	8.222	Gunshot, gunfire
jVjKLPuUXAE_500000	8.314	8.922	Gunshot, gunfire
jVvNy0CeA-w_170000	0.0	0.434	Gunshot, gunfire
jVvNy0CeA-w_170000	3.875	4.685	Gunshot, gunfire
jVvNy0CeA-w_170000	7.64	8.11	Gunshot, gunfire
jW-PQuktRqA_30000	0.0	10.0	Vehicle
jWqtZ_R1IeU_50000	0.0	0.862	Gunshot, gunfire
jWqtZ_R1IeU_50000	1.968	3.481	Gunshot, gunfire
jWqtZ_R1IeU_50000	3.632	4.68	Gunshot, gunfire
jWqtZ_R1IeU_50000	9.197	9.686	Gunshot, gunfire
jXW8JH1lT4s_30000	3.669	6.179	Gunshot, gunfire
jXW8JH1lT4s_30000	7.447	8.584	Gunshot, gunfire
jYEIB0GrqyY_30000	8.056	8.486	Gunshot, gunfire
j_IcgMGcTDM_240000	0.0	3.89	Vehicle
jbq8D1esQjQ_0	0.195	0.86	Gunshot, gunfire
jbq8D1esQjQ_0	1.307	2.248	Gunshot, gunfire
jbq8D1esQjQ_0	2.431	3.589	Gunshot, gunfire
jbq8D1esQjQ_0	6.514	8.016	Gunshot, gunfire
jbq8D1esQjQ_0	8.383	10.0	Gunshot, gunfire
jjHIINDfE1c_20000	0.0	9.49	Vehicle
jjZzrfXNruc_10000	7.3	8.6	Gunshot, gunfire
jk6kmw-Bllg_20000	0.629	0.746	Gunshot, gunfire
jk6kmw-Bllg_20000	0.952	1.062	Gunshot, gunfire
jk6kmw-Bllg_20000	1.261	1.406	Gunshot, gunfire
jk6kmw-Bllg_20000	1.949	2.148	Gunshot, gunfire
jk6kmw-Bllg_20000	2.711	2.931	Gunshot, gunfire
jk6kmw-Bllg_20000	3.206	3.406	Gunshot, gunfire
jk6kmw-Bllg_20000	3.632	3.804	Gunshot, gunfire
jk6kmw-Bllg_20000	4.292	4.526	Gunshot, gunfire
jk6kmw-Bllg_20000	7.739	8.381	Gunshot, gunfire
jk6kmw-Bllg_20000	8.892	9.152	Gunshot, gunfire
jmvwLKYYnig_120000	1.693	2.175	Gunshot, gunfire
jmvwLKYYnig_120000	3.341	3.74	Gunshot, gunfire
jnXF6XYcmAI_19000	0.0	9.701	Vehicle
jo9dHzurv7A_370000	0.0	3.784	Gunshot, gunfire
jqXvg9ZsM50_300000	0.0	0.395	Gunshot, gunfire
jqXvg9ZsM50_300000	1.492	1.679	Gunshot, gunfire
jqXvg9ZsM50_300000	1.793	2.004	Gunshot, gunfire
jqXvg9ZsM50_300000	2.564	3.076	Gunshot, gunfire
jqXvg9ZsM50_300000	3.645	4.092	Gunshot, gunfire
jqXvg9ZsM50_300000	4.636	4.944	Gunshot, gunfire
jqXvg9ZsM50_300000	5.253	5.464	Gunshot, gunfire
jqXvg9ZsM50_300000	5.651	6.074	Gunshot, gunfire
jqXvg9ZsM50_300000	6.829	7.479	Gunshot, gunfire
jqXvg9ZsM50_300000	9.648	9.875	Gunshot, gunfire
jskTp39VT8I_30000	4.571	4.961	Gunshot, gunfire
jtepxOOZ94I_30000	6.797	7.333	Gunshot, gunfire
jtepxOOZ94I_30000	7.755	8.941	Gunshot, gunfire
jyG70KkfcPs_60000	0.612	1.103	Gunshot, gunfire
jyG70KkfcPs_60000	1.394	1.691	Gunshot, gunfire
jyG70KkfcPs_60000	3.06	3.517	Gunshot, gunfire
jyG70KkfcPs_60000	4.879	5.176	Gunshot, gunfire
jyG70KkfcPs_60000	5.294	5.564	Gunshot, gunfire
jyG70KkfcPs_60000	6.539	6.809	Gunshot, gunfire
k-1CZrkqSjc_0	0.48	0.645	Gunshot, gunfire
k-1CZrkqSjc_0	0.798	0.957	Gunshot, gunfire
k-1CZrkqSjc_0	1.228	1.405	Gunshot, gunfire
k0GYCAxz998_10000	0.073	0.28	Gunshot, gunfire
k0GYCAxz998_10000	2.058	2.21	Gunshot, gunfire
k0GYCAxz998_10000	4.347	4.513	Gunshot, gunfire
k0GYCAxz998_10000	6.601	6.732	Gunshot, gunfire
k0kuOMgSgL8_280000	2.291	10.0	Vehicle
k3H17MTlFVM_500000	0.087	0.22	Gunshot, gunfire
k3H17MTlFVM_500000	1.299	1.378	Gunshot, gunfire
k3H17MTlFVM_500000	2.457	2.543	Gunshot, gunfire
k3H17MTlFVM_500000	3.512	3.598	Gunshot, gunfire
kG2MhdU4nC0_30000	0.0	10.0	Vehicle
kGsVoRHXqfA_130000	2.312	2.938	Gunshot, gunfire
kGsVoRHXqfA_130000	9.445	10.0	Gunshot, gunfire
kHEQcxF3wbw_420000	3.017	3.701	Gunshot, gunfire
kJOXWdy-XAA_460000	0.309	0.858	Gunshot, gunfire
kJOXWdy-XAA_460000	1.106	1.851	Gunshot, gunfire
kJOXWdy-XAA_460000	2.062	4.101	Gunshot, gunfire
kJOXWdy-XAA_460000	4.703	5.568	Gunshot, gunfire
kJOXWdy-XAA_460000	5.914	6.501	Gunshot, gunfire
kJOXWdy-XAA_460000	8.668	9.834	Gunshot, gunfire
kLZgBNeAnDM_12000	0.0	9.057	Vehicle
kMmLwHA4UtU_280000	0.0	0.293	Gunshot, gunfire
kMmLwHA4UtU_280000	0.534	1.023	Gunshot, gunfire
kMmLwHA4UtU_280000	3.281	3.649	Gunshot, gunfire
kOSikt6OKgU_0	0.992	1.591	Gunshot, gunfire
kOSikt6OKgU_0	6.669	7.142	Gunshot, gunfire
kOSikt6OKgU_0	7.27	8.034	Gunshot, gunfire
kSOTM19m7H0_0	9.819	10.0	Gunshot, gunfire
kVgYVpi1h4U_410000	4.699	7.617	Vehicle
kVtDjNkOY-c_0	1.562	1.843	Gunshot, gunfire
kVtDjNkOY-c_0	3.457	3.731	Gunshot, gunfire
kXghlE4c0M8_30000	4.896	5.269	Gunshot, gunfire
kbtHVqb72Q4_27000	0.0	9.084	Vehicle
keC99nixhcM_90000	0.0	10.0	Vehicle
kiAbevz7nuA_160000	0.053	0.331	Gunshot, gunfire
kiAbevz7nuA_160000	0.692	2.694	Gunshot, gunfire
kiAbevz7nuA_160000	3.1	5.432	Gunshot, gunfire
kiAbevz7nuA_160000	5.839	7.728	Gunshot, gunfire
kiAbevz7nuA_160000	7.946	8.834	Gunshot, gunfire
kjwQqHBp1J4_270000	3.491	4.251	Gunshot, gunfire
kjwQqHBp1J4_270000	7.156	7.841	Gunshot, gunfire
kkwfHr71Kl4_160000	4.213	4.693	Gunshot, gunfire
kkwfHr71Kl4_160000	5.181	5.606	Gunshot, gunfire
kkwfHr71Kl4_160000	6.031	6.433	Gunshot, gunfire
kkwfHr71Kl4_160000	7.055	8.102	Gunshot, gunfire
kkwfHr71Kl4_160000	8.496	8.882	Gunshot, gunfire
kkwfHr71Kl4_160000	9.598	10.0	Gunshot, gunfire
kmYsZy9BpGc_260000	0.0	10.0	Vehicle
ko2xNHYShaQ_30000	0.0	10.0	Vehicle
kr0eVQTbUfk_40000	0.0	7.228	Vehicle
ktHE3_Sp3GI_460000	0.0	2.729	Vehicle
ktHE3_Sp3GI_460000	6.626	10.0	Vehicle
kuyoRI-JQmQ_180000	6.969	9.559	Vehicle
kygLqrGPRyg_410000	0.0	0.588	Gunshot, gunfire
kygLqrGPRyg_410000	7.907	8.23	Gunshot, gunfire
kygLqrGPRyg_410000	8.959	9.248	Gunshot, gunfire
kygLqrGPRyg_410000	9.653	10.0	Gunshot, gunfire
l-m-duR5kmg_70000	7.984	9.528	Gunshot, gunfire
l1t_mv7L14s_22000	0.0	0.673	Gunshot, gunfire
l1t_mv7L14s_22000	1.436	4.174	Gunshot, gunfire
l1t_mv7L14s_22000	7.148	9.613	Gunshot, gunfire
l3TbNnDlYtM_380000	0.0	10.0	Vehicle
l8-I93IxkD0_0	5.751	5.869	Gunshot, gunfire
l8-I93IxkD0_0	5.994	8.027	Gunshot, gunfire
l8-I93IxkD0_0	8.299	10.0	Gunshot, gunfire
l97kN_RZ3-g_190000	0.0	2.16	Gunshot, gunfire
l9R6PKwmZWY_240000	8.961	10.0	Gunshot, gunfire
lBc4b7_rO44_430000	0.0	1.817	Gunshot, gunfire
lBc4b7_rO44_430000	5.854	6.464	Gunshot, gunfire
lBc4b7_rO44_430000	6.756	7.503	Gunshot, gunfire
lDMaOdIR9nA_50000	6.142	10.0	Vehicle
lDjdNAOkEIg_30000	1.63	2.03	Gunshot, gunfire
lFCVy_3Larc_70000	0.0	10.0	Vehicle
lFbo7xqRqHk_110000	8.677	9.071	Gunshot, gunfire
lFjW56KAkFk_30000	0.0	10.0	Vehicle
lKyHJkSDS0c_30000	0.0	1.067	Gunshot, gunfire
lKyHJkSDS0c_30000	2.695	3.016	Gunshot, gunfire
lKyHJkSDS0c_30000	3.475	3.83	Gunshot, gunfire
lKyHJkSDS0c_30000	5.55	5.917	Gunshot, gunfire
lKyHJkSDS0c_30000	6.296	6.743	Gunshot, gunfire
lKyHJkSDS0c_30000	7.89	8.509	Gunshot, gunfire
lKyHJkSDS0c_30000	9.644	10.0	Gunshot, gunfire
lRV0j8a0AyE_50000	3.824	4.929	Gunshot, gunfire
lWDYbFDhV8k_20000	7.414	10.0	Vehicle
lWe3eJOh9Cw_1000	0.0	10.0	Vehicle
lYQlw5JfGOM_0	9.42	10.0	Gunshot, gunfire
l_8oz1cDXjA_410000	2.766	3.076	Gunshot, gunfire
lcaRpShgGhY_10000	0.0	10.0	Vehicle
leTziLabxNk_60000	7.13	7.33	Gunshot, gunfire
leaaR82gep0_190000	2.134	3.567	Gunshot, gunfire
lgt4QtsWdds_6000	0.55	3.601	Gunshot, gunfire
llJ08qFF-jY_30000	3.173	10.0	Vehicle
ln59U2PTR7E_120000	7.781	10.0	Gunshot, gunfire
lt-jiIXkOmY_40000	0.0	10.0	Vehicle
lukVWZWmbdg_0	2.52	3.024	Gunshot, gunfire
lwiDmY6Fw-g_50000	0.0	10.0	Vehicle
m7DZaq70NaU_280000	0.517	2.337	Gunshot, gunfire
m7DZaq70NaU_280000	2.694	3.092	Gunshot, gunfire
m7DZaq70NaU_280000	3.434	3.799	Gunshot, gunfire
m7DZaq70NaU_280000	5.269	6.52	Gunshot, gunfire
m7DZaq70NaU_280000	9.161	10.0	Gunshot, gunfire
m9Q3P80-oRM_50000	0.0	0.615	Gunshot, gunfire
m9Q3P80-oRM_50000	4.798	5.156	Gunshot, gunfire
m9Q3P80-oRM_50000	6.26	7.073	Gunshot, gunfire
m9Q3P80-oRM_50000	7.276	7.576	Gunshot, gunfire
m9Q3P80-oRM_50000	9.152	9.445	Gunshot, gunfire
m9Q3P80-oRM_50000	9.591	10.0	Gunshot, gunfire
mAk9V08Bmj0_26000	7.585	9.085	Vehicle
mDGSc0mxesU_440000	0.0	10.0	Vehicle
mIg19x85VVQ_160000	8.016	10.0	Vehicle
mJgQQTQe43g_30000	0.497	0.805	Gunshot, gunfire
mJgQQTQe43g_30000	9.044	9.639	Gunshot, gunfire
mKcMR6jYio0_50000	0.0	10.0	Vehicle
mMhNbnTRq5Q_30000	6.471	6.877	Gunshot, gunfire
mMhNbnTRq5Q_30000	8.247	8.608	Gunshot, gunfire
mNVJgHPKmwU_110000	1.775	2.156	Gunshot, gunfire
mO_gvcOZnTY_10000	0.0	10.0	Vehicle
mPA-o61cmsU_530000	0.933	1.234	Gunshot, gunfire
mPA-o61cmsU_530000	7.765	9.037	Gunshot, gunfire
mPeQUyOzFfY_30000	1.907	10.0	Vehicle
mQ-uESzIhyQ_330000	4.588	10.0	Vehicle
mRR_VT9WtRg_40000	8.717	10.0	Vehicle
mRUwXCIyLVw_300000	1.46	3.693	Gunshot, gunfire
mRUwXCIyLVw_300000	5.944	7.771	Gunshot, gunfire
mVeXgyp9w2c_30000	2.265	2.41	Gunshot, gunfire
mVeXgyp9w2c_30000	2.708	2.853	Gunshot, gunfire
mW5eDO5d-d4_270000	0.0	10.0	Vehicle
mYvReij8GGk_30000	0.0	10.0	Vehicle
mcJfIFMi5HM_30000	4.823	5.508	Gunshot, gunfire
mi2x4gEVxtE_60000	8.015	8.661	Gunshot, gunfire
mirfnyBuE3o_590000	1.344	2.028	Gunshot, gunfire
mivsCyKt9IE_500000	3.514	4.131	Gunshot, gunfire
mivsCyKt9IE_500000	4.357	5.711	Gunshot, gunfire
mivsCyKt9IE_500000	6.02	7.118	Gunshot, gunfire
mivsCyKt9IE_500000	7.75	10.0	Gunshot, gunfire
mkCEg33C6cM_10000	0.0	1.24	Gunshot, gunfire
mkCEg33C6cM_10000	1.403	2.719	Gunshot, gunfire
mkCEg33C6cM_10000	3.71	6.594	Gunshot, gunfire
mkCEg33C6cM_10000	7.463	8.746	Gunshot, gunfire
mkCEg33C6cM_10000	9.087	10.0	Gunshot, gunfire
mlMW5sizges_30000	2.54	3.109	Gunshot, gunfire
mmhL565-MIU_0	9.426	9.681	Gunshot, gunfire
mtWVC53MATI_0	3.311	3.679	Gunshot, gunfire
mv6AY7lLQ6E_170000	9.443	10.0	Gunshot, gunfire
mwyKO3Da7N8_30000	8.859	9.802	Gunshot, gunfire
mymZ_aysqLs_280000	5.472	6.039	Gunshot, gunfire
n25ki_XIgAg_30000	1.338	1.622	Gunshot, gunfire
n25ki_XIgAg_30000	3.377	3.71	Gunshot, gunfire
n25ki_XIgAg_30000	8.933	9.234	Gunshot, gunfire
n5CBi-hbR_s_270000	9.227	10.0	Gunshot, gunfire
n5txG3WfhWQ_20000	0.0	5.979	Vehicle
n5txG3WfhWQ_20000	6.505	10.0	Vehicle
n7C2omlrzqs_10000	2.974	3.101	Gunshot, gunfire
nHBX6gWB1ns_0	0.071	10.0	Vehicle
nHNa_igMhTE_300000	0.29	0.558	Gunshot, gunfire
nHNa_igMhTE_300000	0.818	1.11	Gunshot, gunfire
nHNa_igMhTE_300000	1.321	1.589	Gunshot, gunfire
nHNa_igMhTE_300000	1.882	2.174	Gunshot, gunfire
nHNa_igMhTE_300000	2.394	2.589	Gunshot, gunfire
nHNa_igMhTE_300000	2.849	3.019	Gunshot, gunfire
nHNa_igMhTE_300000	3.206	3.344	Gunshot, gunfire
nHNa_igMhTE_300000	3.507	3.637	Gunshot, gunfire
nHNa_igMhTE_300000	3.791	3.872	Gunshot, gunfire
nHNa_igMhTE_300000	3.994	4.1	Gunshot, gunfire
nIy9se7vj2Q_300000	0.279	1.885	Gunshot, gunfire
nJ8gQPd8hK0_30000	8.08	8.957	Gunshot, gunfire
nJ8gQPd8hK0_30000	9.185	10.0	Gunshot, gunfire
nO4Vxtv1iWc_160000	0.0	10.0	Vehicle
nQVXTHrARRA_40000	7.533	10.0	Vehicle
nT1D2vwXmpc_50000	0.0	10.0	Vehicle
nTOC9zOZWmc_0	2.949	3.176	Gunshot, gunfire
nTOC9zOZWmc_0	3.347	3.509	Gunshot, gunfire
nTOC9zOZWmc_0	3.867	4.062	Gunshot, gunfire
nTOC9zOZWmc_0	4.314	4.541	Gunshot, gunfire
nTOC9zOZWmc_0	4.833	4.98	Gunshot, gunfire
nTOC9zOZWmc_0	5.256	5.459	Gunshot, gunfire
nTOC9zOZWmc_0	6.361	6.588	Gunshot, gunfire
nTOC9zOZWmc_0	6.759	7.124	Gunshot, gunfire
nTOC9zOZWmc_0	8.424	8.587	Gunshot, gunfire
nU72A_8ROFM_60000	7.836	8.105	Gunshot, gunfire
nZdpAQ8bsHA_410000	0.0	10.0	Vehicle
ndQTcUDX9Bs_26000	0.0	9.016	Vehicle
nfFw79H-nlU_60000	1.843	2.15	Gunshot, gunfire
nfFw79H-nlU_60000	2.331	2.701	Gunshot, gunfire
nfFw79H-nlU_60000	2.85	3.205	Gunshot, gunfire
nfFw79H-nlU_60000	3.339	3.654	Gunshot, gunfire
ngmplpYhuHg_20000	0.0	10.0	Vehicle
npk42-xPBBs_360000	7.89	8.317	Gunshot, gunfire
nrCf5hjFLMM_10000	9.134	10.0	Gunshot, gunfire
nwIsfJoBUVs_70000	6.215	9.404	Gunshot, gunfire
nzf3al1c7s8_90000	9.685	10.0	Gunshot, gunfire
o1FjWfakYAQ_0	5.806	7.122	Gunshot, gunfire
o1FjWfakYAQ_0	7.861	9.364	Gunshot, gunfire
o3GmHxCSQkw_0	3.898	6.157	Gunshot, gunfire
oD13zrv7sq4_60000	8.0	10.0	Vehicle
oG5dPH53I_M_220000	3.149	3.279	Gunshot, gunfire
oG5dPH53I_M_220000	3.409	3.572	Gunshot, gunfire
oG5dPH53I_M_220000	4.018	4.132	Gunshot, gunfire
oG5dPH53I_M_220000	4.278	4.392	Gunshot, gunfire
oG5dPH53I_M_220000	5.611	6.179	Gunshot, gunfire
oG5dPH53I_M_220000	6.358	7.04	Gunshot, gunfire
oG5dPH53I_M_220000	7.3	7.991	Gunshot, gunfire
oG5dPH53I_M_220000	9.152	10.0	Gunshot, gunfire
oGaKPIPVZEE_0	0.329	1.855	Gunshot, gunfire
oGaKPIPVZEE_0	3.227	5.237	Gunshot, gunfire
oGpwBgexxyU_120000	2.491	4.165	Gunshot, gunfire
oGpwBgexxyU_120000	4.709	5.269	Gunshot, gunfire
oJ4kPK9r8w8_160000	5.131	6.789	Gunshot, gunfire
oJYwjBQlbCg_20000	0.766	1.252	Gunshot, gunfire
oJYwjBQlbCg_20000	1.34	2.548	Gunshot, gunfire
oJYwjBQlbCg_20000	2.703	3.741	Gunshot, gunfire
oJYwjBQlbCg_20000	9.625	10.0	Gunshot, gunfire
oLZb6sXuhfo_410000	6.089	6.318	Gunshot, gunfire
oLZb6sXuhfo_410000	8.012	8.24	Gunshot, gunfire
oLZb6sXuhfo_410000	8.427	8.614	Gunshot, gunfire
oLZb6sXuhfo_410000	8.759	9.015	Gunshot, gunfire
oLZb6sXuhfo_410000	9.194	9.388	Gunshot, gunfire
oLZb6sXuhfo_410000	9.533	9.672	Gunshot, gunfire
oLZb6sXuhfo_410000	9.775	10.0	Gunshot, gunfire
oMIippEnlgo_10000	0.0	9.383	Vehicle
oNptYiNluIA_0	5.388	5.884	Gunshot, gunfire
oNptYiNluIA_0	6.11	6.516	Gunshot, gunfire
oNptYiNluIA_0	8.781	9.834	Gunshot, gunfire
oRbslYaAanc_6000	4.308	4.708	Gunshot, gunfire
oRbslYaAanc_6000	5.043	5.211	Gunshot, gunfire
oRbslYaAanc_6000	5.391	5.688	Gunshot, gunfire
oRbslYaAanc_6000	5.856	6.088	Gunshot, gunfire
oRbslYaAanc_6000	7.029	7.197	Gunshot, gunfire
oRbslYaAanc_6000	8.242	8.397	Gunshot, gunfire
oSPac_DX5YY_30000	0.015	10.0	Vehicle
oSfdfUNamB4_0	3.253	4.05	Gunshot, gunfire
oVfx3Fs052w_410000	0.0	10.0	Vehicle
oWX96g-hqSE_20000	8.194	10.0	Vehicle
oX0rj4AMFsw_100000	4.673	5.207	Gunshot, gunfire
oX0rj4AMFsw_100000	6.102	6.546	Gunshot, gunfire
oX0rj4AMFsw_100000	9.526	10.0	Gunshot, gunfire
oeQJQQUjWus_160000	0.0	7.658	Gunshot, gunfire
oeQJQQUjWus_160000	7.901	8.373	Gunshot, gunfire
oeQJQQUjWus_160000	9.039	10.0	Gunshot, gunfire
ofr1boZtwLw_70000	0.866	1.887	Gunshot, gunfire
ofr1boZtwLw_70000	3.534	4.777	Gunshot, gunfire
ofr1boZtwLw_70000	7.877	9.134	Gunshot, gunfire
ofr1boZtwLw_70000	9.637	10.0	Gunshot, gunfire
okemvHZmXm8_40000	4.373	5.32	Gunshot, gunfire
okemvHZmXm8_40000	5.467	6.32	Gunshot, gunfire
op3OTVbvsMw_10000	0.0	9.047	Vehicle
opnG6qoVYzM_30000	7.598	7.843	Gunshot, gunfire
osTKA2s3VTM_230000	7.04	8.384	Gunshot, gunfire
otbOuFi80_g_270000	5.465	5.676	Gunshot, gunfire
owaA-LqHbuM_160000	1.74	10.0	Vehicle
owk2GPiA5jc_70000	3.703	5.419	Gunshot, gunfire
owk2GPiA5jc_70000	5.667	6.435	Gunshot, gunfire
owk2GPiA5jc_70000	7.645	8.247	Gunshot, gunfire
owkQPR4r-uc_30000	0.692	1.084	Gunshot, gunfire
owkQPR4r-uc_30000	1.392	1.512	Gunshot, gunfire
owkQPR4r-uc_30000	1.701	1.964	Gunshot, gunfire
owkQPR4r-uc_30000	2.144	2.476	Gunshot, gunfire
owkQPR4r-uc_30000	2.679	3.062	Gunshot, gunfire
owkQPR4r-uc_30000	3.266	3.476	Gunshot, gunfire
owkQPR4r-uc_30000	3.582	3.762	Gunshot, gunfire
owkQPR4r-uc_30000	3.845	4.063	Gunshot, gunfire
owkQPR4r-uc_30000	4.176	4.748	Gunshot, gunfire
owkQPR4r-uc_30000	4.868	5.38	Gunshot, gunfire
owkQPR4r-uc_30000	5.561	5.899	Gunshot, gunfire
owkQPR4r-uc_30000	6.027	6.336	Gunshot, gunfire
owkQPR4r-uc_30000	6.584	6.734	Gunshot, gunfire
owkQPR4r-uc_30000	7.916	8.044	Gunshot, gunfire
owkQPR4r-uc_30000	8.856	9.007	Gunshot, gunfire
owkQPR4r-uc_30000	9.18	9.669	Gunshot, gunfire
owkQPR4r-uc_30000	9.925	10.0	Gunshot, gunfire
ox0MVipz5FQ_50000	5.68	6.239	Gunshot, gunfire
oz6hBuwbiBQ_40000	5.716	10.0	Vehicle
p0AvAadDmWs_570000	6.514	6.64	Gunshot, gunfire
pAtUUX4QKtk_110000	3.662	3.786	Gunshot, gunfire
pAtUUX4QKtk_110000	4.008	4.153	Gunshot, gunfire
pAtUUX4QKtk_110000	4.264	4.43	Gunshot, gunfire
pAtUUX4QKtk_110000	4.547	4.713	Gunshot, gunfire
pAtUUX4QKtk_110000	4.845	4.969	Gunshot, gunfire
pAtUUX4QKtk_110000	6.027	6.207	Gunshot, gunfire
pBiK_foFPOg_30000	9.354	10.0	Gunshot, gunfire
pGhwRTmtOFs_80000	7.468	7.985	Gunshot, gunfire
pJZG005GRFc_30000	6.996	7.519	Gunshot, gunfire
pJZG005GRFc_30000	7.614	10.0	Gunshot, gunfire
pLi16mGcVP4_16000	5.631	9.169	Vehicle
pMIGJ3yGH6g_30000	0.0	10.0	Vehicle
pNMWkmIwZXo_100000	9.263	9.797	Gunshot, gunfire
pOymTBEyJcM_20000	0.0	0.561	Gunshot, gunfire
pQnf0iP_qq0_70000	5.606	6.299	Gunshot, gunfire
pQnf0iP_qq0_70000	7.874	8.504	Gunshot, gunfire
pQnf0iP_qq0_70000	8.748	9.425	Gunshot, gunfire
pUX8d8yTmgw_26000	0.256	1.354	Gunshot, gunfire
pUX8d8yTmgw_26000	8.254	9.443	Gunshot, gunfire
pUcdtPDpWTs_90000	5.673	6.012	Gunshot, gunfire
pUcdtPDpWTs_90000	6.148	6.591	Gunshot, gunfire
pUcdtPDpWTs_90000	6.704	7.035	Gunshot, gunfire
pVSURzLIM1E_80000	0.0	10.0	Vehicle
pVSURzLIM1E_80000	5.079	6.591	Gunshot, gunfire
pVSURzLIM1E_80000	7.502	7.765	Gunshot, gunfire
pVSURzLIM1E_80000	8.668	8.849	Gunshot, gunfire
pVSURzLIM1E_80000	9.097	9.902	Gunshot, gunfire
pX3S5IC0mt8_11000	2.731	3.07	Gunshot, gunfire
pX3S5IC0mt8_11000	5.143	5.525	Gunshot, gunfire
pX3S5IC0mt8_11000	6.098	6.466	Gunshot, gunfire
pX3S5IC0mt8_11000	7.018	7.492	Gunshot, gunfire
pXiMaUxAc40_19000	4.73	5.23	Vehicle
pXiMaUxAc40_19000	6.63	7.13	Vehicle
pYiqk6vNa0M_0	2.004	3.044	Gunshot, gunfire
pYiqk6vNa0M_0	3.279	4.538	Gunshot, gunfire
pZbmULWeQKM_30000	0.0	0.213	Gunshot, gunfire
pZbmULWeQKM_30000	0.339	0.567	Gunshot, gunfire
pZbmULWeQKM_30000	0.709	0.937	Gunshot, gunfire
pZbmULWeQKM_30000	1.118	1.551	Gunshot, gunfire
pZbmULWeQKM_30000	2.173	2.512	Gunshot, gunfire
pZbmULWeQKM_30000	3.087	3.291	Gunshot, gunfire
pZbmULWeQKM_30000	3.976	4.228	Gunshot, gunfire
pZbmULWeQKM_30000	4.85	5.102	Gunshot, gunfire
pZbmULWeQKM_30000	5.709	6.039	Gunshot, gunfire
pZbmULWeQKM_30000	6.646	6.969	Gunshot, gunfire
pbgHjPUM2AY_250000	0.737	1.793	Gunshot, gunfire
pbgHjPUM2AY_250000	2.614	4.36	Gunshot, gunfire
pbgHjPUM2AY_250000	9.64	10.0	Gunshot, gunfire
pbmn80emIm8_100000	0.072	1.096	Gunshot, gunfire
pbmn80emIm8_100000	6.505	7.474	Gunshot, gunfire
pcsl9okMwY0_180000	0.0	10.0	Vehicle
peijB8Jrrlk_480000	0.377	0.894	Gunshot, gunfire
pessGI6rgmU_70000	8.463	9.255	Gunshot, gunfire
pkQcg0PFv0w_500000	2.946	4.448	Gunshot, gunfire
pmqr5sarP_A_10000	8.454	8.803	Gunshot, gunfire
pn8S0a3yUms_9000	8.346	9.129	Gunshot, gunfire
ppYOfSbvrCk_70000	0.534	1.031	Gunshot, gunfire
ppYOfSbvrCk_70000	1.595	2.039	Gunshot, gunfire
ppYOfSbvrCk_70000	3.213	3.695	Gunshot, gunfire
ppYOfSbvrCk_70000	4.507	5.049	Gunshot, gunfire
ppYOfSbvrCk_70000	6.065	6.591	Gunshot, gunfire
ppYOfSbvrCk_70000	7.833	8.382	Gunshot, gunfire
ppYOfSbvrCk_70000	9.067	9.601	Gunshot, gunfire
pphU2_pHu-M_230000	0.542	1.46	Gunshot, gunfire
pphU2_pHu-M_230000	2.004	2.434	Gunshot, gunfire
